"ID","EjBetalat","LanPerManad","TotaltLan","Fastighetsvarde","ArPaArbete","NBetAnmark","NForsenBetal","KreditAlder","Nkreditprovningar","Nkrediter","KvotKreditInk","AnledningID","ArbeteID"
345,0,6200,75657,84368,4,0,0,122.244945,0,30,32.55254333,1,5
346,0,6200,171582,245730,8.922268,0,0,135.1089302,0,22,39.78381813,1,5
347,0,6200,73760.82,33909,8.922268,0.25457,0,179.7663,1.186055,21.2961,34.51740452,2,3
348,0,6200,46601,59486,5,0,0,84.63211066,0,18,25.35001036,2,3
349,0,6200,60354,87596,5,0,0,210.1730647,2,23,34.05481124,2,4
350,0,6200,45356,82054,2,0,0,201.3344875,4,29,29.66171016,1,3
351,0,6200,73760.82,41657,8.922268,0.25457,0,293.9587236,1.186055,11,30.19763073,2,3
352,1,6200,73760.82,101776,3,0.25457,0,80.5,2,17,33.77992,1,6
353,0,6200,73760.82,80078,8.922268,0.25457,0,179.7663,1.186055,21.2961,25.37554416,1,3
354,1,6200,42100,57385,8.5,0,1,164.8,1,28,33.77992,1,3
355,0,6200,70793,71552,3,2,0,162.9451569,0,23,40.31539659,2,5
356,0,6200,73881,98550,0,0,1,182.8787798,0,31,37.19944569,2,3
357,0,6200,45787,64854,4,0.25457,1,63.11702323,1.186055,16,36.53874734,1,3
358,0,6200,75121,96462,0,0.25457,0,179.7663,1.186055,21.2961,27.16765596,1,4
359,0,6200,73760.82,51732,8.922268,0.25457,0,179.7663,1.186055,21.2961,12.32470709,1,3
360,0,6200,133882,155222,9,0,0,212.5376432,0,19,20.61678366,2,4
361,0,6200,75623,89634,24,0,0,324.6868294,0,47,28.2855321,2,3
362,0,6200,45564,61956,2,0,0,101.1670603,1.186055,13,38.67514015,2,3
363,0,6300,99469,116260,23,0,0,124.7455955,1,12,35.64227011,2,2
364,0,6300,55000,69000,13,0,0,130.0666667,0,20,33.77992,1,4
365,0,6300,73760.82,72890,1,0,0,41.25011359,0,3,39.19806822,2,2
366,0,6300,44226,57779,7,0.25457,0,63.62641325,1.186055,16,33.11182911,1,3
367,0,6300,73760.82,39050,8.922268,0.25457,0,294.4780476,1.186055,12,31.44775041,2,3
368,0,6300,78724,80355,24,0,0,335.0741426,1,46,31.1772613,2,3
369,1,6300,59793,98314,2.2,0,0,120.7333333,0,8,33.77992,1,6
370,1,6300,65875,76000,0.8,2,0,84,1,12,33.77992,1,1
371,0,6300,45582,89005,2,0,0,209.3580469,4,30,29.59595551,1,3
372,0,6300,92659,117352,6,0,0,199.0119272,0,27,26.52004952,2,4
373,0,6300,58052,70091,9,0,4,153.7804385,1,30,21.71959598,1,4
374,0,6300,49498,64296,6,0.25457,4,111.2065132,1,10,38.57713194,1,1
375,0,6300,79667,96988,1,0.25457,0,179.7663,1.186055,21.2961,29.83596072,1,4
376,1,6300,12476,32559,12,3,6,227.1299051,0,23,23.31951678,2,2
377,0,6300,69357,73726,3,2,0,163.2839332,1,22,42.40781425,2,5
378,0,6300,26655,29792,1,1,0,12.75926745,10,6,28.36185178,1,3
379,1,6400,25144,45200,25,0,2,128,4,17,33.77992,2,3
380,0,6400,99131,125652,8,0.25457,0,419.3751538,1,50,42.24492757,2,3
381,0,6400,76577,83200,5,0.25457,0,179.7663,1.186055,21.2961,22.05503421,1,3
382,0,6400,47251,58157,0,0,0,104.7924684,1.186055,13,36.41688696,2,3
383,0,6400,53476,70157,7,0,3,164.3154099,1,30,21.13798157,1,4
384,0,6400,81116,86148,8,0,0,262.1754261,0,11,42.06826818,2,4
385,0,6400,17491,63614,23,0,0,325.2993087,0,12,40.24440437,2,2
386,0,6400,65215,74332,9,0.25457,1,213.8321032,0,24,40.64461955,2,1
387,0,6400,62746,75016,12,0,0,133.1015478,0,20,40.18812313,1,4
388,0,6400,76732,78084,8,0,0,109.1930214,0,26,37.96455432,2,3
389,0,6400,70035,78635,3,0,0,147.0771635,0,31,31.20612976,1,5
390,0,6400,39687,51666,9,0.25457,0,177.591354,1.186055,19,26.1209597,2,2
391,0,6400,51436,91284,4,0,0,209.6428984,2,30,31.97197121,1,3
392,0,6400,44968,62747,0,1,0,101.3914453,1.186055,12,36.60294734,2,3
393,0,6400,9113,46351,8.922268,0,0,202.2507958,0,11,45.11431939,2,6
394,0,6400,28041,33438,1,1,0,10.42564285,10,6,29.75370028,1,3
395,0,6400,57887,74776,3,0,1,126.3286437,0,22,28.75634543,2,1
396,0,6500,47949,53102,9,0.25457,0,180.8412499,1.186055,19,27.83900666,2,2
397,0,6500,73760.82,37448,8.922268,0.25457,0,333.2308999,1.186055,11,29.01198058,2,3
398,1,6500,60054,70434,1,0,0,127.0627016,2,21,37.80035293,2,3
399,0,6500,80739,97630,1,0.25457,0,179.7663,1.186055,21.2961,30.53126454,1,4
400,0,6500,63144,76754,2,0,2,129.0777116,0,23,29.05543313,2,1
401,0,6500,33639,37345,11,0,0,191.0756559,0,13,24.22731934,2,4
402,0,6500,78741,90599,0,0.25457,0,179.7663,1.186055,21.2961,29.19886067,1,4
403,0,6500,51724,87770,4,0,0,209.3263116,4,29,30.3434486,1,3
404,1,6500,13600,101776,14,2,5,115.3666667,1,16,33.77992,2,3
405,1,6500,48000,61000,1,1,0,97.2997561,6,38,33.77992,1,3
406,1,6500,65000,80400,15,0,0,224.8666667,0,13,33.77992,1,3
407,0,6500,22789,35836,1,0,0,110.5666667,2,30,33.77992,2,2
408,0,6500,75113,115900,29,0,0,332.7333333,2,38,33.77992,2,2
409,0,6500,55000,88300,29,0,0,234.4,1,17,33.77992,2,2
410,0,6500,60000,70000,9,0,0,54.76666667,2,24,33.77992,1,4
411,0,6500,70300,107500,1,0,0,242.4666667,1,38,33.77992,1,2
412,1,6500,96314,105800,27,0,0,475.8,2,40,33.77992,2,4
413,0,6500,81145,117530,29,0,0,327.2006385,1,38,34.34583769,2,2
414,0,6500,73760.82,70886,8.922268,0.25457,0,179.7663,1.186055,21.2961,23.47088075,1,3
415,1,6500,183860,208910,4,6,0,86.45222694,6,29,69.8005248,1,4
416,0,6500,58689,72557,0,0,1,94.00805286,2,18,34.89841307,1,3
417,0,6600,62380,89742,31,0,0,232.5272907,0,16,26.16049489,2,2
418,0,6600,74376,84855,3,0.25457,0,179.7663,1.186055,21.2961,20.0283535,1,3
419,0,6600,73760.82,48800,0,0,0,179.7663,0,0,12.21943615,2,3
420,0,6600,68733,81973,5,0,0,96.9776672,0,14,42.21104678,2,3
421,0,6600,40926,50486,10,0.25457,0,179.8008681,1.186055,19,27.53237611,2,2
422,0,6600,95450,112630,23,0,0,122.8155841,0,12,36.77345872,2,2
423,0,6600,73760.82,46516,0,0,0,179.7663,0,0,14.84599073,2,3
424,0,6600,98415,126636,11,0.25457,0,423.2096241,2,49,40.95709032,2,3
425,0,6700,73760.82,55396,8.922268,0.25457,0,179.7663,1.186055,21.2961,15.70399156,1,3
426,0,6700,55113,56486,4,0,0,84.41703046,0,17,23.64285383,2,3
427,1,6700,60301,70543,5,0,0,195.7808633,0,19,32.39759341,2,4
428,0,6700,73760.82,30544,2,0,0,283.8972313,0,14,24.12045156,1,3
429,0,6700,49367,59609,6,0,0,99.30370078,0,17,25.23136638,2,3
430,0,6700,58741,68225,9,0,3,173.5744163,1,31,23.58701323,1,4
431,1,6700,27510,42495,2,0,2,171.5264892,3,27,41.42859751,1,3
432,1,6700,73760.82,81239,19,0.25457,0,179.7663,1.186055,21.2961,40.8949317,2,3
433,0,6700,69773,83014,0,1,0,263.1734343,0,5,37.70699649,2,3
434,0,6700,51855,58084,21,0,0,193.7547457,0,19,19.5495717,2,2
435,0,6700,48430,64358,0,1,0,108.3517475,1.186055,13,38.89419475,2,3
436,0,6700,29662,36195,1,0,0,112.1370807,1,30,38.52863281,2,2
437,0,6700,66587,70710,9,1,0,43.92338263,1,24,39.73857626,1,4
438,1,6700,73760.82,20631,4,0,0,174.7218341,1,8,62.24645112,2,1
439,0,6700,54161,59714,20,0,0,209.2063004,0,20,20.20351771,2,2
440,0,6700,134616,155034,13,1,0,215.4224064,0,19,19.49387198,2,4
441,0,6800,136951,160306,11,0,0,219.7356734,1,18,20.8850935,2,4
442,0,6800,138691,160063,12,0,0,208.420843,0,19,19.33336736,2,4
443,0,6800,49809,65074,7,0.25457,4,116.6327333,3,10,39.21502891,1,1
444,0,6800,78292,86959,3,0.25457,0,179.7663,1.186055,21.2961,18.92721164,1,3
445,0,6800,139578,154602,12,0,0,201.9608343,0,18,22.32582879,2,4
446,0,6800,57439,74816,2,0,2,126.3032351,0,22,27.11865353,2,1
447,0,6800,76074,88178,22,0,0,341.4650556,0,46,27.52324614,2,3
448,1,6800,31000,42000,3.5,1,0,106.2666667,2,26,33.77992,1,1
449,0,6800,45150,57150,4,0,1,94.33333333,3,12,33.77992,1,2
450,0,6800,56155,57912,21,0,0,206.3063213,0,20,21.79851308,2,2
451,1,6800,73760.82,27410,6,1,0,2.033333333,1,5,33.77992,2,1
452,0,6800,178559,247611,8.922268,0,0,127.234141,0,22,42.08390168,1,5
453,0,6800,73760.82,72310,1,0,0,48.81883648,0,3,40.78739323,2,2
454,0,6800,71666,99913,0,0,1,196.4649989,0,31,35.76160473,2,3
455,0,6800,75964,88754,19,0,1,298.7004821,0,23,39.10750164,1,1
456,0,6900,75880,113612,1,0,0,230.8055881,1,38,17.96588344,1,2
457,0,6900,70717,87466,2,0,0,112.5890607,0,15,41.4280899,2,3
458,0,6900,53776,51952,5,0,0,87.90011834,0,17,22.28699748,2,3
459,1,6900,53328,58088,2,0,0,101.5319079,0,21,35.76405836,1,5
460,1,6900,5816,101776,23,0,2,67.8,1,18,33.77992,2,1
461,1,6900,57257,63752,10,2,0,138.234778,0,22,38.37246088,1,3
462,1,6900,37055,83000,1,0,0,122.2666667,2,43,33.77992,2,5
463,0,6900,97662,110046,24,0,0,111.1233973,0,11,37.25315085,2,2
464,0,6900,49000,68280,1,0,0,61.9,8,22,33.77992,1,3
465,0,6900,73760.82,57067,8.922268,0.25457,0,179.7663,1.186055,21.2961,14.37098595,1,3
466,0,6900,50387,68443,7,0.25457,3,105.827329,2,10,40.71766885,1,1
467,0,6900,49932,66042,20,0,0,204.4845828,0,19,21.85549413,2,2
468,0,6900,51384,84689,4,0,0,224.2470369,3,29,30.52615072,1,3
469,0,6900,73760.82,36191,8.922268,0.25457,0,311.8698993,1.186055,12,30.79062077,2,3
470,0,7000,98779,124827,9,0.25457,0,421.541928,1,49,40.82887293,2,3
471,0,7000,73873,111781,0,0,0,231.7999135,0,38,19.27357946,1,2
472,0,7000,74795,99149,1,0,1,175.5714428,0,32,34.44966467,2,3
473,0,7000,73760.82,47462,8.922268,0.25457,0,102.6573271,1.186055,9,36.09407143,2,3
474,0,7000,78284,98214,0,0,1,171.8383862,0,31,36.24796303,2,3
475,0,7000,58128,93740,5,0,0,213.3630277,2,24,34.47530193,2,4
476,0,7000,81335,81018,22,0,0,341.610576,1,47,27.76729977,2,3
477,0,7000,52287,87972,7,0,0,211.2844132,1,24,33.46140225,2,4
478,0,7000,58339,72432,10,0.25457,1,197.3383979,0,24,39.84308734,2,1
479,0,7000,46238,66842,4,0,0,90.38040908,3,11,36.30952679,1,2
480,1,7000,142251,157250,5,0,0,87.83333333,4,21,33.77992,2,3
481,1,7000,19894,32500,4,0,0,134.7,1,16,33.77992,1,3
482,1,7000,27290,63500,6,0.25457,0,179.7663,1.186055,21.2961,33.77992,2,2
483,1,7000,18000,46520,17,0,1,183.1,0,23,33.77992,2,2
484,1,7000,66000,86300,3,1,1,242.4333333,0,8,33.77992,1,3
485,1,7000,46000,66660,1,0,1,138.2333333,0,9,33.77992,1,2
486,0,7000,120000,175450,8,0,0,219.1666667,1,20,33.77992,1,3
487,0,7000,58843,75300,1.5,0,0,103.6666667,0,7,33.77992,2,3
488,0,7000,7000,31200,5,0,0,265.0666667,0,12,33.77992,1,3
489,0,7000,29000,49000,11,0,0,234.4,1,32,33.77992,1,3
490,0,7000,5768,26600,8.922268,0.25457,0,179.7663,1.186055,21.2961,33.77992,1,3
491,0,7000,56636,76353,15,0,0,229.3,1,36,33.77992,2,3
492,0,7000,55000,63000,5,0,0,84.73333333,3,20,33.77992,2,3
493,0,7000,46225,59000,16,0,4,219.1333333,0,37,33.77992,1,3
494,1,7000,53194,81150,14,7,0,183.6333333,2,28,33.77992,2,4
495,1,7000,83000,97635,5.6,3,0,141,0,10,33.77992,2,3
496,1,7000,138841,160000,11,8,0,86.2,2,36,33.77992,1,1
497,1,7000,38800,53500,15,0,0,96.36666667,0,18,33.77992,2,4
498,1,7000,25000,49840,0.6,0,0,139,0,13,33.77992,1,2
499,1,7000,18000,25000,6.5,1,0,205.9666667,1,19,33.77992,1,3
500,1,7000,74500,81600,2,2,0,340.9,0,29,33.77992,2,4
501,1,7000,64300,119500,1,1,0,54.83333333,0,8,33.77992,2,3
502,0,7000,64255,68389,4,0,0,80.15243091,2,19,40.56186054,2,3
503,1,7000,73760.82,96783,20,0.25457,0,179.7663,1.186055,21.2961,40.73031534,2,3
504,0,7000,129959,161301,11,0,0,209.9862995,0,18,21.91795226,2,4
505,0,7000,58114,93391,6,0,0,200.0777551,1,24,31.73651179,2,4
506,0,7000,16047,67750,21,0,0,315.3214527,0,12,38.6936558,2,2
507,1,7100,39000,55000,12,0,1,192.7666667,2,31,33.77992,1,3
508,1,7100,54000,74800,7.5,1,1,71,4,18,33.77992,1,1
509,0,7100,73760.82,74753,2,0,0,48.85464465,0,4,41.3025469,2,2
510,0,7100,98490,114457,23,0,0,116.1000871,0,11,35.60189425,2,2
511,0,7100,54700,68500,19,0,0,155.2,1,12,33.77992,1,3
512,0,7100,73760.82,40185,3,0,0,272.9226847,1,25,41.91689953,2,3
513,0,7100,25896,33580,1,0,0,29.85636517,9,7,28.27147416,1,3
514,0,7100,120176,180104,8,0,0,221.6073242,0,18,32.67435897,1,3
515,0,7100,58639,72412,14,0,0,120.0334645,0,20,43.67874666,1,4
516,0,7100,57863,70969,0,0,0,65.87204481,7,21,26.82949019,1,3
517,0,7100,64850,76985,0,0,0,108.2171898,0,7,36.33755756,2,3
518,0,7100,53273,54378,5,0,0,84.83724997,0,17,22.86119965,2,3
519,1,7200,54600,65000,14,2,1,98.43333333,11,9,33.77992,1,3
520,0,7200,62329,78007,8,0,0,55.35880309,1,23,38.64027711,1,4
521,0,7200,57912,84806,15,0,0,241.5142498,0,35,35.06267565,2,3
522,0,7200,98691,115750,22,0,0,118.0001423,0,11,37.72035861,2,2
523,0,7200,79946,113807,1,0,0,238.458825,0,37,18.61728869,1,2
524,0,7200,36264,48240,15,0,0,82.16666667,0,12,33.77992,1,3
525,1,7200,46000,67000,24,0,0,142,1,14,33.77992,1,3
526,1,7200,43705,50000,9,0,2,235.3666667,6,16,33.77992,1,3
527,0,7200,73760.82,38061,8.922268,0.25457,0,299.7527261,1.186055,12,31.88003318,2,3
528,1,7200,15637,39660,6,0,1,354.2397634,3,42,33.62413345,2,6
529,0,7200,73760.82,74610,1,0,0,40.18213482,0,3,37.94125377,2,2
530,0,7200,71667,117325,0,0,1,241.0560781,1,38,18.51055133,1,2
531,1,7200,73760.82,76723,10,0,0,70.19389019,0,11,41.25070626,2,3
532,0,7200,71509,86484,4,0.25457,0,179.7663,1.186055,21.2961,20.09904978,1,3
533,0,7200,22832,31666,0,0,0,38.00326685,9,7,28.29568112,1,3
534,1,7300,58671,87975,3,0,0,74.06666667,1,16,33.77992,2,1
535,1,7300,60890,75785,6,0,1,45.96666667,0,13,33.77992,1,3
536,1,7300,28500,42050,3,0.25457,0,179.7663,1.186055,21.2961,33.77992,2,3
537,1,7300,60971.32,77375,2,0.25457,0,179.7663,1.186055,21.2961,33.77992,1,3
538,0,7300,131000,197500,1.5,0,0,68.03333333,2,23,33.77992,1,4
539,0,7300,55456,86766,6,0,0,240.0567715,2,23,31.7246985,2,4
540,0,7300,60973,79443,14,0,0,239.6202976,1,36,36.72713636,2,3
541,0,7300,93428,118184,10,0.25457,0,411.9520505,1,50,40.39647435,2,3
542,0,7300,49064,64225,6,0.25457,4,106.3759993,1,10,40.05191523,1,1
543,0,7300,139348,205981,1,0,0,60.42476076,2,22,36.81229063,1,4
544,0,7400,32832,50798,10,0,0,221.3384208,1,31,36.00942149,1,3
545,0,7400,75311,89905,0,0.25457,0,179.7663,1.186055,21.2961,27.20199961,1,4
546,1,7400,2063,100448,8.922268,0,0,96.13333333,0,14,33.77992,2,3
547,0,7400,73760.82,44651,2,0,0,271.9181691,0,25,42.9300431,2,3
548,0,7400,138033,163162,11,0,0,224.8470425,0,19,21.05757402,2,4
549,0,7400,88288,119677,5,0,0,194.37214,1,27,26.64608364,2,4
550,0,7400,75547,93839,0,0.25457,0,179.7663,1.186055,21.2961,28.16183185,1,4
551,0,7400,48924,86612,4,0,0,207.7684144,4,30,29.93791783,1,3
552,0,7400,73985,114849,0,0,0,238.5863034,1,38,18.42136986,1,2
553,0,7400,73760.82,54138,1,0,0,179.7663,0,0,12.21967996,2,3
554,0,7400,51974,59323,4,0,0,83.34671188,0,18,23.39763463,2,3
555,0,7400,56596,72861,3,0,1,141.9621493,0,23,28.30024564,2,1
556,1,7400,71576,89068,0,0,0,94.78223069,0,17,42.80342199,1,5
557,0,7400,65032,83184,15,0,0,230.4202559,1,35,35.41511292,2,3
558,0,7400,72739,91425,3.5,0,0,128.8333333,0,26,33.77992,1,4
559,0,7400,82412,91326,19,0,1,316.9470825,1,24,37.90875019,1,1
560,1,7500,73760.82,51610,4,0,3,158.2666667,2,18,33.77992,2,4
561,0,7500,45864,57799,7,0.25457,0,65.57119786,1.186055,16,33.86574535,1,3
562,1,7500,57340,80000,4,0,5,86.23333333,3,14,33.77992,1,4
563,0,7500,47518,60252,16,0,3,220.6249839,0,37,26.71153647,1,3
564,0,7500,63573,80601,4,0,0,111.4351899,0,14,41.77344662,2,3
565,1,7500,32070,36811,1,1,0,228.0360001,0,6,30.16221411,1,3
566,0,7500,44744,60518,6,0.25457,0,79.41122999,1.186055,16,34.39744173,1,3
567,0,7500,73760.82,49804,8.922268,0.25457,0,179.7663,1.186055,21.2961,12.39123504,1,3
568,0,7500,72097,69408,4,1,0,155.3919622,1,23,41.60098336,2,5
569,0,7500,84479,104571,23,0,0,47.83285134,3,14,33.07501037,1,4
570,0,7500,88056,104794,25,0,0,56.75011314,2,14,30.53890697,1,4
571,0,7500,11358,36892,5,0,0,286.9228238,0,11,23.06292573,1,3
572,1,7500,59000,72000,5,0,3,295.8666667,0,19,33.77992,2,2
573,1,7500,73760.82,101776,21,0.25457,0,158.9,1,21,33.77992,2,3
574,1,7500,35945,49750,3,0,0,122.0666667,0,23,33.77992,2,3
575,1,7500,18400,29375,6,1,0,147.1,0,9,33.77992,1,3
576,1,7500,63500,86125,5,0,0,136.1,0,8,33.77992,2,3
577,1,7500,33600,50125,2,0,0,146.9333333,0,18,33.77992,1,3
578,1,7500,57800,109600,4,0,1,124.1333333,1,18,33.77992,1,1
579,1,7500,73760.82,40150,5,0,0,179.7663,1,0,33.77992,2,3
580,1,7500,80440,72920,8,0,1,201.5,0,24,33.77992,2,1
581,1,7500,60000,87830,5,0,0,153.2666667,2,16,33.77992,2,3
582,1,7500,126000,151380,18,0,2,75.66666667,1,13,33.77992,2,4
583,0,7500,40936,50900,10,1,0,115.6,1,26,33.77992,1,3
584,0,7500,73760.82,26850,20,0,0,185.6333333,1,16,33.77992,2,2
585,0,7500,49100,85650,18,0,0,178.3346667,0,29,33.77992,2,3
586,1,7500,73760.82,71799,4,0,3,177.5,0,22,33.77992,2,1
587,1,7500,39600,42000,1,0,0,47.7,1,15,33.77992,1,6
588,1,7500,42077,91676,5.5,1,4,344.9,1,30,33.77992,2,2
589,1,7500,42721,67000,15,1,3,126.7666667,2,23,33.77992,1,3
590,1,7500,73760.82,101776,20,0.25457,0,157.3284228,0,20,33.77992,2,3
591,1,7500,12115,35910,13,3,6,234.9007508,0,24,24.66227667,2,2
592,0,7500,67778,83368,15,0,0,227.2920898,0,17,24.09177036,1,4
593,0,7500,60192,76475,8,0,0,60.50362521,2,24,39.28051238,1,4
594,0,7500,57213,92458,28,0,0,243.1571192,1,16,23.99235335,2,2
595,1,7500,50000,80000,9,0.25457,5,299.5666667,2,18,33.77992,2,3
596,0,7600,133475,203936,1,0,0,87.45287008,2,23,37.00596784,1,4
597,0,7600,77518,83727,4,0.25457,0,179.7663,1.186055,21.2961,22.65514029,1,3
598,0,7600,48829,62357,3,0,1,92.94135782,2,12,35.67227361,1,2
599,0,7600,58622,77726,15,0,0,249.6337607,2,36,34.88206644,2,3
600,0,7600,73760.82,28593,20,0,0,180.1689373,0,16,35.58340317,2,2
601,0,7600,49926,58588,5,0.25457,1,64.66010695,1.186055,16,35.05189677,1,3
602,0,7600,80900,99525,2,0,0,135.6401963,0,26,34.77708942,1,4
603,0,7600,73760.82,40341,3,0,0,265.0204754,1,25,43.30010531,2,3
604,0,7700,14776,32287,8.922268,0.25457,0,179.7663,1.186055,21.2961,34.88046232,1,3
605,0,7700,32243,36369,12,0,0,180.4157867,0,13,21.72081838,2,4
606,0,7700,53377,86018,16,0,0,187.1940112,0,28,24.21765848,2,3
607,0,7700,56622,70136,7,0.25457,4,120.7645092,1,11,38.13234577,1,1
608,0,7700,35100,45000,10,0,0,206.9666667,1,23,33.77992,1,2
609,0,7700,73760.82,67350,8.922268,0.25457,0,179.7663,1.186055,21.2961,33.77992,1,3
610,0,7700,70451,81862,3,0,0,141.2686711,0,31,31.68194302,1,5
611,0,7700,20887,26958,0,0,0,17.4607499,10,6,30.23350474,1,3
612,1,7700,14589,33100,3,0,7,122.0666667,0,22,33.77992,1,3
613,0,7700,76056,83643,22,0,0,353.1956285,0,47,28.54452887,2,3
614,0,7700,73760.82,68131,1,0,0,56.60990629,0,3,40.49982044,2,2
615,0,7700,51045,91068,20,0,0,179.2409356,0,28,27.23109397,2,3
616,0,7800,44000,57500,11,0,0,95.36666667,0,23,33.77992,1,3
617,1,7800,73760.82,11702,0,0,0,44.62959157,2,7,21.27178537,2,3
618,0,7800,58399,65945,1,0,1,106.6313416,2,18,37.02476444,1,3
619,0,7800,42802,52422,8,0.25457,0,193.0814529,1.186055,18,26.49587929,2,2
620,0,7800,58364,66688,3,0,2,114.512158,3,18,37.92927387,1,3
621,0,7800,64503,85608,12,0,0,235.4853772,0,35,34.42324885,2,3
622,0,7800,69662,80498,4,0,0,100.428331,0,14,42.80734195,2,3
623,0,7800,45391,61743,12,0,0,105.0875938,0,22,36.70541274,1,3
624,0,7800,48200,59000,23,0,0,274.9666667,3,29,33.77992,1,3
625,0,7800,55000,62800,6,0,0,123.0333333,0,34,33.77992,2,3
626,0,7800,38506,50309,11,0,0,231.0011955,0,32,35.90611585,1,3
627,0,7800,55394,63567,23,0,0,262.0143576,2,29,38.98393849,1,3
628,0,7800,73760.82,30320,2,0,0,295.1134207,0,13,23.24567301,1,3
629,0,7800,109000,123500,6,0,1,174.4666667,0,19,33.77992,1,6
630,0,7800,53243,95065,7,0,0,220.8024443,2,24,31.82762682,2,4
631,1,7900,67222,75189,4,0,0,95.67687269,0,23,36.97971203,2,3
632,0,7900,44682,57285,7,1,0,110.0718569,1,25,25.40901671,1,3
633,0,7900,44690,45841,10,0,0,185.6215923,0,22,32.28572409,1,2
634,1,7900,126919,166566,10,0.25457,0,179.7663,1.186055,21.2961,33.77992,2,1
635,0,7900,40827,55757,14,0,0,87.60346244,0,11,31.8505639,1,3
636,0,7900,73760.82,31602,20,0,0,192.1211081,0,15,35.58605153,2,2
637,0,7900,73760.82,67081,1,0,0,59.08154143,0,4,41.07787822,2,2
638,0,7900,73760.82,71519,0,0,0,55.87386021,0,4,38.37509129,2,2
639,0,7900,77221,95316,4,0,0,116.3094934,0,25,35.42979658,1,4
640,0,7900,73760.82,35422,19,0,0,184.3900292,0,15,37.83671487,2,2
641,0,7900,42400,53000,2,0,1,95.36666667,0,20,33.77992,1,3
642,1,7900,55383,70020,12,2,0,80.7789415,10,8,44.85897732,1,3
643,0,7900,73760.82,37125,8.922268,0.25457,0,285.1110151,1.186055,12,29.41354976,2,3
644,0,7900,78532,122952,29,0,0,332.6450474,1,37,35.31155263,2,2
645,0,7900,73760.82,75462,8.922268,0.25457,0,179.7663,1.186055,21.2961,23.34502167,1,3
646,0,7900,41935,53543,8,0,0,203.54461,1,22,31.49168679,1,2
647,0,8000,53000,65960,7.5,0,0,132.5666667,0,17,33.77992,2,3
648,0,8000,49232,61221,23,0,0,258.1945777,3,29,41.24661263,1,3
649,0,8000,45557,56235,7,0.25457,1,84.69113488,1.186055,16,36.50316075,1,3
650,0,8000,61565,87624,14,0,0,203.9971364,0,17,23.56256501,1,4
651,0,8000,82547,105361,24,0,0,52.59326412,2,13,32.16092259,1,4
652,0,8000,70546,81272,4,0,0,119.066922,0,31,33.3615863,1,5
653,0,8000,177683,251771,8.922268,0,0,138.5116009,0,22,39.73544882,1,5
654,0,8000,75690,96517,1,0.25457,0,179.7663,1.186055,21.2961,27.33615739,1,4
655,1,8000,49685,81020,2,0,3,129.3624659,0,15,47.00097522,2,3
656,1,8000,28000,41950,2,0,0,103.4,1,20,33.77992,1,2
657,1,8000,47823,63000,5,0,0,53.66666667,2,18,33.77992,1,3
658,1,8000,61000,90450,4,2,1,139.8666667,0,9,33.77992,2,3
659,1,8000,58000,73750,22,0,4,221.4333333,1,20,33.77992,1,1
660,1,8000,33000,38500,2,0,0,179.7663,0,0,33.77992,2,3
661,1,8000,33689.3,48000,3,0,0,103.7333333,0,13,33.77992,1,3
662,1,8000,47306,68350,9,0,0,82.63333333,0,20,33.77992,2,3
663,0,8000,45000,56100,9.9,0,0,92.3,3,34,33.77992,2,3
664,0,8000,69341,86900,15,0,1,89.26666667,0,9,33.77992,1,2
665,0,8000,70917,83500,8,0,0,107.5,0,23,33.77992,1,1
666,0,8000,73760.82,34226,8.922268,0.25457,1,75.36666667,1,10,33.77992,2,3
667,0,8000,78720,86800,0.1,4,0,179.7663,0,4,33.77992,1,3
668,0,8000,38758,46466.26,21,1,1,229.3,1,18,33.77992,2,1
669,0,8000,79200,116500,8,0.25457,0,179.7663,1.186055,21.2961,33.77992,2,3
670,0,8000,63700,79754,3.8,0,0,208,0,16,33.77992,1,3
671,0,8000,41000,54000,4,0,0,189.7,1,22,33.77992,1,1
672,0,8000,76600,96000,2,0,0,73.03333333,2,24,33.77992,1,1
673,0,8000,65000,93600,16,0.25457,0,140.0666667,4,16,33.77992,1,3
674,0,8000,49000,60000,11,0,0,107.5333333,1,19,33.77992,1,1
675,1,8000,37871,101776,15,6,2,179.6333333,0,30,33.77992,2,4
676,1,8000,4500,101776,1,3,2,102.4333333,6,15,33.77992,1,3
677,1,8000,63152,101776,9,1,1,132.9,1,26,33.77992,1,3
678,1,8000,21944,31352,0,1,1,33.43333333,9,3,33.77992,1,3
679,1,8000,86804,113000,7,1,3,145.1666667,1,20,33.77992,1,3
680,1,8000,36000,115800,8.922268,0,0,168.2333333,3,30,33.77992,1,3
681,1,8000,32100,36739,4,0,0,79.45884505,2,8,31.27671568,2,3
682,0,8000,47154,65458,2,0,0,99.99378982,3,12,38.8737113,1,2
683,1,8000,92487,113947,8,0,3,151.8173887,0,19,26.45752445,1,3
684,0,8000,84282,121045,28,0,0,330.1748556,1,37,35.36268639,2,2
685,0,8000,57361,71167,2,0,1,130.767035,0,22,29.38198544,2,1
686,0,8000,80817,89515,0,3,0,179.7663,0,4,29.63890142,1,3
687,0,8000,73760.82,49000,11,1,0,310.4,2,13,33.77992,2,3
688,0,8000,84730,123455,9,0.25457,0,179.7663,1.186055,21.2961,40.03264933,2,3
689,0,8000,58006,94930,4,0,0,223.2029895,2,24,30.91339584,2,4
